industry,occupation,yrs_qual,sex,highest_qual,area_of_study,influencing,negotiating,sector,workforce_change,no_subordinates,choose_hours,choose_method,job_quals,qual_needed,experience_needed,keeping_current,satisfaction,advising,instructing,problem_solving_quick,problem_solving_long,labour,manual_skill,computer,group_meetings,computer_level,monthly_salary
Q,3,16,1,12,8,5,4,3,1,0,2,3,12,1,3,5,2,2,5,5,5,5,5,1,1,2,2080
I,8,13,1,9,8,2,1,1,2,2,4,4,3,1,1,2,4,4,2,2,1,5,5,1,1,1,1255.833333
P,2,18,2,13,2,5,5,2,3,0,1,3,12,1,3,2,2,5,5,5,4,5,5,1,1,2,5416.666667
E,1,13,1,9,5,5,1,1,3,0,2,4,7,1,1,2,2,2,4,3,1,1,1,2,1,0,3880
Q,3,12,2,7,8,3,1,2,3,0,4,3,7,3,1,5,2,3,3,4,4,5,5,1,1,2,3058.333333
G,5,12,2,7,4,5,1,2,3,1,5,5,7,2,1,5,1,2,5,2,1,5,5,2,1,0,1815.666667
I,9,9,1,3,0,1,1,1,2,0,1,1,7,1,3,5,1,2,1,1,1,5,5,2,1,0,1191.666667
G,5,9,2,3,0,1,1,1,3,0,3,2,7,2,3,5,2,4,2,2,1,5,5,2,1,0,1646.666667
Q,3,13,1,9,2,5,5,3,3,0,4,3,7,3,5,4,2,5,5,4,4,4,5,1,2,1,2916.666667
R,6,12,1,7,4,1,1,1,2,1,2,3,7,1,1,1,3,5,4,5,5,5,5,2,1,0,1516.666667
P,2,18,2,13,3,3,1,3,3,1,3,3,13,1,6,2,3,5,5,5,4,3,4,1,2,2,5000
N,5,9,1,3,0,5,5,1,1,1,3,3,7,1,6,5,1,5,5,5,5,4,5,1,1,2,6875
G,5,12,2,7,1,5,1,1,3,0,2,3,7,1,1,2,2,5,2,5,4,5,1,1,1,1,1320.8
Q,3,16,2,12,3,4,2,1,1,0,2,3,9,2,4,5,1,5,5,5,4,5,5,1,1,1,4541.666667
O,2,21,1,14,4,5,5,2,3,0,5,5,13,1,6,5,1,5,5,5,5,1,1,1,1,2,14166.66667
G,5,12,2,7,1,5,5,1,3,0,3,2,7,2,1,5,3,5,4,5,1,5,5,1,1,1,1845
I,1,12,2,7,4,5,4,1,2,2,2,3,7,1,3,5,2,5,4,5,4,5,5,1,1,1,1410.5
N,4,9,1,3,0,3,1,1,3,0,3,5,7,2,2,2,3,4,2,5,2,5,5,1,4,2,1300
H,5,12,1,7,4,1,1,1,1,0,4,3,7,1,4,5,2,4,1,5,4,5,5,1,1,1,5000
H,8,12,1,7,6,4,5,1,3,1,3,5,7,1,5,5,2,5,4,4,2,5,5,1,1,2,5000
Q,5,13,2,9,8,4,2,1,3,0,3,3,7,1,3,3,2,3,3,4,3,5,5,1,1,1,1560
N,9,12,2,7,1,1,1,1,1,0,1,3,7,1,1,5,2,1,2,5,5,2,5,2,1,0,1668.333333
I,5,9,1,3,0,5,5,1,3,0,3,3,7,1,1,3,2,5,5,5,2,5,5,1,1,1,736.6666667
M,1,18,1,13,4,2,2,1,2,1,5,5,12,1,6,5,2,5,2,4,3,1,5,1,1,2,16666.66667
Q,2,18,1,13,8,1,1,1,3,0,5,2,12,1,3,3,2,5,5,5,5,5,5,1,1,2,6586.666667
C,8,12,1,7,1,4,5,1,2,0,3,4,7,2,1,1,4,2,3,5,3,5,5,2,1,0,1698.333333
S,9,9,1,3,0,5,5,2,1,0,1,2,3,1,1,5,2,3,5,5,3,5,5,1,1,1,1008.333333
R,3,16,1,12,8,5,5,3,3,1,3,3,7,1,5,5,2,5,5,5,2,5,5,1,1,2,1716.666667
P,5,16,1,12,9,5,2,2,3,0,1,3,7,1,1,1,2,5,5,4,2,1,5,1,1,1,1931.216667
Q,2,16,2,12,8,1,1,3,3,0,5,4,11,1,1,5,1,4,5,4,3,5,4,1,1,1,3900
O,3,14,1,11,9,5,5,2,2,0,3,4,12,2,6,3,3,5,4,5,5,3,3,1,2,2,12133.33333
G,8,12,1,7,4,5,5,1,1,0,4,4,7,1,5,5,2,5,2,4,2,5,5,2,1,0,4443.75
P,2,16,2,12,2,4,3,3,1,0,1,3,12,3,3,5,2,5,5,5,4,4,5,1,1,2,3333.333333
S,5,12,1,7,1,5,4,1,3,0,3,3,7,3,2,1,2,1,1,5,4,5,5,2,1,0,3250
C,8,14,1,11,3,1,1,1,3,0,1,4,7,1,5,2,2,4,1,5,5,5,5,2,1,0,5515.066667
I,5,12,2,7,1,1,1,1,3,0,3,3,7,2,5,5,2,4,4,5,4,5,1,1,1,1,1437.15
Q,3,12,2,7,4,5,5,1,2,1,3,5,7,1,2,5,4,5,5,5,5,5,5,1,3,1,1523.833333
C,3,12,1,7,6,5,2,1,1,3,5,5,12,2,6,4,1,5,5,5,5,2,5,1,2,2,14250
P,2,18,2,13,5,3,3,2,3,1,3,5,13,1,6,2,1,5,3,5,4,4,5,1,2,2,6833.333333
P,2,18,2,13,8,3,1,2,3,0,1,3,13,1,3,2,2,4,2,5,2,5,5,1,1,1,5833.333333
N,5,14,1,11,4,1,1,1,2,0,1,3,7,1,2,3,4,2,2,2,1,5,5,2,1,0,866.6666667
B,3,12,1,7,9,1,1,1,1,2,1,5,7,1,5,3,3,4,4,5,3,5,5,1,1,1,6666.666667
M,4,12,2,7,4,5,1,1,1,1,2,3,7,1,3,5,2,4,2,1,1,1,5,1,2,2,2340
F,8,12,1,7,6,4,3,1,1,2,2,4,7,1,5,4,2,4,4,5,2,3,5,2,1,0,5200
Q,5,12,2,7,8,1,1,2,3,0,4,2,7,1,1,5,2,3,3,2,1,5,5,2,1,0,1300
G,1,18,2,13,8,4,3,1,3,3,5,5,7,1,5,4,2,5,2,3,2,3,1,1,4,2,1775
S,5,14,2,11,6,5,2,1,3,0,3,5,7,1,1,5,1,5,1,5,4,5,5,2,1,0,2000
F,3,13,1,9,6,1,2,1,2,1,2,4,9,1,1,3,2,2,2,4,3,5,5,1,1,1,6933.333333
G,4,12,1,7,4,1,1,1,2,0,3,2,3,1,1,2,2,2,1,5,2,5,5,1,1,1,1431.416667
G,3,12,1,7,5,5,5,1,2,0,5,5,7,1,5,5,1,4,2,5,3,5,5,1,1,1,4166.666667
J,3,16,1,12,4,2,1,1,2,0,3,4,12,1,5,3,2,5,4,4,5,1,1,1,5,3,8333.333333
P,2,21,2,14,4,4,1,3,3,0,3,4,14,1,1,4,1,1,4,3,2,1,1,1,2,2,5416.666667
M,5,12,2,7,4,5,1,1,1,3,2,4,7,3,5,5,1,5,5,4,3,5,5,1,1,2,3500
C,9,9,2,3,0,1,1,1,3,0,1,2,3,1,1,3,1,1,2,4,1,5,5,2,1,0,2080
P,5,18,1,13,2,2,2,2,3,0,3,3,13,3,4,2,2,3,3,3,3,2,5,1,2,1,1083.333333
P,2,16,2,12,4,5,5,2,3,0,2,2,12,1,5,4,2,5,5,5,3,5,5,1,1,1,2666.666667
P,2,18,2,13,2,5,5,2,3,0,2,3,12,1,5,3,2,5,5,5,3,1,5,1,1,2,6500
M,1,16,1,12,6,4,3,1,3,1,3,3,12,1,5,2,2,4,3,4,4,2,2,1,4,2,6750
N,3,16,2,12,4,5,5,1,2,5,2,4,7,3,6,3,2,5,5,5,5,3,5,1,5,2,7833.333333
K,2,19,2,13,4,5,5,1,3,0,3,5,13,1,6,4,2,5,4,5,5,1,5,1,5,2,14416.66667
Q,1,13,2,9,2,5,5,3,3,3,5,5,7,1,6,1,1,5,5,5,4,4,5,1,1,1,3449.333333
I,5,12,1,7,4,1,1,1,3,1,1,3,7,2,3,3,1,5,3,3,1,5,5,2,1,0,1906.666667
I,5,12,2,7,4,1,1,1,3,0,3,3,7,2,2,4,2,3,4,1,1,5,5,2,1,0,1105
G,5,16,2,12,5,5,5,1,3,2,3,5,13,1,6,2,2,5,4,5,4,1,1,1,3,2,14166.66667
C,7,12,2,7,6,5,5,1,1,0,3,2,9,2,4,2,2,3,5,4,2,5,5,1,1,1,4528.333333
G,7,14,1,11,6,1,5,1,3,0,4,4,7,2,6,5,2,4,1,5,3,5,5,2,1,0,8333.333333
G,5,14,2,11,3,1,1,1,2,0,4,2,1,1,1,4,2,3,2,4,3,1,1,1,1,1,823.3333333
N,5,14,2,11,8,1,2,1,3,0,1,1,7,1,3,4,1,2,4,4,3,1,5,1,1,1,1995.833333
C,3,14,2,11,9,4,4,1,2,0,3,5,7,3,1,3,1,4,1,2,1,1,5,1,2,2,2795
H,7,14,1,11,1,1,1,1,1,1,2,3,9,1,1,5,2,3,5,4,3,5,5,1,1,1,5416.666667
C,7,14,1,11,6,4,4,1,1,0,2,3,9,1,5,2,2,4,2,5,3,2,4,1,1,1,6416.666667
D,7,12,1,7,1,1,1,1,1,0,2,3,7,2,5,2,1,4,5,5,5,4,5,1,1,1,5961.333333
F,1,16,1,12,4,4,2,1,1,1,2,4,9,2,5,5,1,5,2,5,3,3,5,1,1,2,5500
G,4,12,1,7,8,1,1,1,2,0,1,1,7,1,1,5,2,4,1,5,5,5,5,1,1,1,2641.666667
I,1,16,2,12,4,5,5,2,3,3,1,3,11,2,6,3,5,5,4,5,4,5,5,1,2,2,3233.333333
P,5,16,2,12,3,3,1,1,3,0,2,1,12,1,5,3,2,4,5,5,5,5,5,1,1,2,1833.333333
O,3,16,1,12,8,2,2,2,3,0,2,3,11,1,1,3,1,5,4,5,4,4,5,1,1,2,6253.8
I,9,13,1,9,1,1,1,1,3,0,3,2,7,2,1,4,2,4,4,3,2,5,5,1,1,1,1362.833333
I,6,12,1,7,1,2,2,1,3,0,4,4,3,3,1,1,2,5,2,5,2,5,5,2,1,0,2704
K,2,18,1,13,4,5,5,2,1,0,3,5,12,3,6,4,2,5,3,5,5,1,5,1,5,2,13750
G,3,14,1,11,4,5,5,1,3,0,2,4,7,3,5,5,2,5,5,5,3,3,2,1,3,2,2426.666667
F,9,12,1,7,1,1,1,1,3,0,1,3,7,2,1,4,4,2,5,5,2,5,5,2,1,0,2860
Q,3,16,2,12,4,5,5,3,1,1,3,3,9,3,5,5,2,5,5,5,5,3,4,1,1,2,1950
C,2,16,1,12,6,3,3,1,2,3,1,5,12,1,6,3,1,5,4,4,2,2,5,1,2,3,6483.333333
F,7,13,1,9,9,1,1,1,1,0,2,1,7,3,1,2,4,3,1,5,2,5,5,2,1,0,2600
K,9,12,2,7,1,3,5,1,1,0,1,5,7,3,1,4,2,5,5,4,1,5,5,1,1,2,2925
P,2,14,2,11,3,1,2,2,3,1,1,3,11,2,3,2,2,5,3,5,4,4,5,1,1,2,2146.666667
P,3,16,1,12,6,1,1,1,3,0,3,1,12,2,1,1,3,4,1,4,2,1,5,1,1,3,346.6666667
O,2,16,1,12,6,4,3,2,3,0,4,4,12,1,5,5,2,5,3,5,3,1,1,1,1,2,9000
A,6,12,1,7,4,4,3,1,2,3,2,3,2,1,1,2,3,5,3,3,3,5,5,1,1,2,2433.333333
Q,2,16,2,12,5,5,4,2,3,0,1,3,12,2,5,5,2,5,3,4,4,4,5,1,3,1,2666.666667
P,9,16,1,12,6,4,4,1,3,0,4,4,7,1,2,4,2,4,2,4,4,1,5,2,1,0,2426.666667
P,2,18,1,13,3,5,3,2,3,0,3,3,13,1,6,3,1,5,5,5,3,5,5,1,2,2,3333.333333
Q,9,12,2,7,1,2,2,1,3,0,2,3,7,1,5,1,2,3,2,4,3,5,5,2,1,0,1872
P,5,16,2,12,2,1,1,2,3,0,1,4,11,1,5,2,1,5,5,5,5,2,5,1,1,2,1733.333333
J,3,13,2,9,8,5,5,1,1,0,3,4,7,1,5,5,2,5,4,5,5,1,5,1,3,1,3166.666667
G,5,14,2,11,3,5,5,1,2,0,4,4,7,1,1,5,3,5,4,5,4,5,5,1,1,2,583.3333333
G,5,12,1,7,4,5,1,1,1,0,1,2,7,2,5,3,1,5,5,5,2,5,5,1,1,3,975
L,3,12,1,7,9,5,5,1,3,3,3,3,7,1,6,3,2,5,5,5,4,5,5,1,2,2,10166.66667
Q,2,16,2,12,8,5,4,3,1,0,4,3,12,2,1,3,3,4,3,5,4,1,5,1,2,1,2666.666667
I,5,12,1,7,3,5,1,1,3,0,1,1,1,1,3,1,4,2,1,4,1,4,5,2,1,0,346.6666667
I,1,12,1,7,8,5,5,1,1,2,2,2,7,2,1,5,3,5,5,5,4,5,5,1,2,1,4333.333333
G,1,16,2,12,3,5,5,1,1,1,1,1,7,1,1,5,4,5,5,5,5,5,5,1,4,1,2600
Q,5,12,2,7,4,5,4,1,3,0,4,3,7,2,2,4,2,5,2,4,3,5,5,2,1,0,411.6666667
Q,2,18,2,13,8,3,2,2,3,0,1,3,13,1,5,4,2,4,5,3,2,2,4,1,5,2,5416.666667
M,3,16,1,12,5,1,1,1,2,1,2,3,7,3,6,5,3,4,5,4,1,4,5,1,1,3,3838.333333
G,3,16,2,12,4,3,2,1,2,0,4,4,7,2,5,2,2,5,3,4,3,3,5,1,2,2,3048.1
Q,3,14,2,11,8,1,1,1,3,2,4,5,9,3,3,5,3,5,4,5,3,2,4,1,1,1,3466.666667
F,7,12,1,7,1,5,5,1,3,0,5,3,7,2,5,2,2,5,1,5,3,5,5,2,1,0,2166.666667
P,5,13,2,9,8,4,4,2,3,0,1,4,7,2,5,5,2,5,5,4,4,4,5,2,1,0,944.6666667
Q,5,16,2,12,2,5,5,3,1,0,3,4,7,2,1,2,1,1,2,5,2,5,5,2,1,0,1830.4
Q,2,14,2,11,8,1,1,1,3,0,5,3,11,2,5,5,1,5,1,5,5,1,5,1,2,1,6764
G,5,12,2,7,4,1,1,1,3,0,3,3,7,2,1,2,3,1,3,3,3,2,2,2,1,0,1224.166667
P,1,18,2,13,2,5,5,2,1,2,3,3,13,1,6,4,3,5,5,5,5,1,1,1,2,2,8333.333333
I,8,21,1,14,1,1,2,2,3,0,1,1,7,1,3,5,1,1,2,2,1,5,5,2,1,0,1516.75
P,8,16,1,12,2,1,2,2,1,0,4,2,7,2,3,1,2,1,1,1,1,1,5,1,1,1,1040
I,5,9,2,3,0,2,1,2,3,0,3,2,3,1,5,3,4,1,2,4,1,5,5,2,1,0,390
O,2,16,1,12,4,4,4,2,1,0,1,5,12,1,3,3,2,5,3,5,5,2,5,1,3,2,5980
O,5,14,1,11,6,5,5,2,3,0,5,3,7,1,1,5,3,5,5,5,4,4,1,1,1,1,5139.333333
O,2,16,1,12,1,5,1,2,3,0,2,4,12,1,6,2,1,5,2,5,4,1,1,1,1,2,8000
G,5,12,2,7,1,5,5,1,1,0,3,4,7,1,2,5,3,4,4,5,1,5,5,1,1,1,1040
Q,3,13,1,9,8,1,1,1,3,3,2,3,9,1,1,3,2,5,3,4,2,4,5,1,1,1,3550
N,3,16,1,12,6,4,4,1,1,3,3,3,9,2,5,2,2,5,4,5,4,1,1,1,5,2,5625
I,5,9,1,3,0,4,1,1,3,0,2,2,3,2,1,5,2,2,1,4,1,5,5,2,1,0,2600
P,2,18,2,13,2,5,5,2,1,0,3,5,13,1,3,4,2,5,5,5,4,5,5,1,1,2,3716.666667
G,1,12,1,7,2,5,5,1,3,3,3,4,9,2,5,5,2,5,5,5,4,3,5,1,4,1,4160
P,2,18,2,13,2,5,2,2,3,0,2,4,12,1,3,2,2,4,5,4,3,1,5,1,1,2,5666.666667
H,4,12,1,7,4,1,1,2,1,0,3,4,7,1,4,4,1,5,4,5,4,5,5,2,1,0,1733.333333
Q,3,13,2,9,8,4,1,1,3,0,2,5,7,1,4,1,1,1,1,3,3,5,1,2,1,0,3397.333333
G,1,14,1,11,9,5,5,1,3,3,1,2,7,3,4,4,2,5,5,5,5,5,5,1,4,1,4333.333333
Q,3,13,2,9,8,5,3,1,3,0,3,1,12,1,5,3,1,5,5,5,4,5,5,1,1,2,3466.666667
O,3,18,2,13,3,1,5,2,3,0,2,3,12,1,5,5,2,5,3,5,5,1,5,1,5,2,3055.083333
K,1,18,1,13,4,4,4,1,1,1,2,3,13,1,6,4,2,4,4,5,4,2,3,1,5,2,12916.66667
I,5,12,1,7,4,2,3,1,3,0,3,3,7,3,4,3,1,3,4,3,3,4,4,2,1,0,1828.333333
Q,2,14,2,11,8,1,1,2,3,0,1,2,12,2,4,2,2,1,2,4,1,5,5,2,1,0,7500
G,9,12,1,7,1,1,1,1,3,0,1,1,7,2,3,1,3,1,1,2,1,5,5,2,1,0,1300
C,3,12,1,7,2,4,3,1,3,1,4,5,7,2,1,5,1,5,5,5,3,1,5,2,1,0,4540
P,2,18,2,13,2,5,1,2,3,0,3,4,12,3,6,5,2,4,5,5,4,3,5,1,2,2,3208.333333
G,1,9,1,3,0,5,5,1,3,2,1,5,7,3,3,5,1,5,5,5,3,4,5,1,1,1,1940
N,1,16,1,12,4,5,5,1,1,4,3,3,12,1,6,4,2,5,5,4,3,3,3,1,3,2,7083.333333
P,2,16,2,12,1,5,5,2,3,0,2,3,11,1,2,2,2,5,5,5,2,2,5,1,1,2,2090
G,3,16,1,12,7,4,5,1,3,3,3,3,12,1,3,3,1,2,5,5,2,2,1,1,2,2,6000
D,3,13,1,9,1,3,3,2,1,1,5,5,7,2,4,2,2,4,4,5,5,5,5,1,2,1,5376.8
G,5,12,2,7,1,5,5,1,3,0,2,5,3,2,1,5,3,4,4,5,4,5,5,1,1,1,1646.666667
C,3,16,2,12,4,5,5,1,3,0,5,5,12,1,6,5,1,5,4,5,5,1,1,1,5,3,7083.333333
F,3,12,2,7,8,1,1,1,3,0,1,3,7,1,6,2,2,2,1,4,1,1,5,1,1,1,2805.333333
P,3,12,2,7,8,1,1,1,3,0,1,2,7,1,2,5,2,1,1,4,4,5,5,1,1,2,1787.5
C,7,12,1,7,1,4,1,1,3,0,3,1,7,1,1,5,1,5,1,4,1,5,5,1,1,1,1950
J,5,12,2,7,1,5,1,1,3,0,1,3,7,1,1,5,3,5,2,4,3,1,5,1,1,2,3318.333333
P,5,9,2,3,0,1,1,1,2,0,1,5,7,2,3,1,3,5,1,4,1,4,5,2,1,0,1074.666667
P,5,12,2,7,4,1,1,1,1,0,5,4,12,1,3,3,2,4,3,2,1,1,1,1,2,2,433.3333333
Q,1,14,2,11,2,5,5,1,3,1,2,3,12,2,2,4,2,5,5,5,2,5,5,1,1,2,2572.5
K,2,18,1,13,5,5,4,2,1,1,5,4,13,2,6,5,1,3,4,5,2,1,5,1,1,3,11666.66667
Q,9,12,1,7,1,5,1,1,3,0,2,1,7,1,1,5,2,5,5,4,3,3,5,2,1,0,43.33333333
M,3,16,2,12,3,4,2,1,2,1,3,4,7,3,6,5,1,5,3,5,4,4,5,1,1,1,3748.416667
C,8,12,1,7,6,1,1,1,3,0,1,3,7,2,5,3,1,1,1,5,4,5,5,1,1,1,5250
H,8,12,1,7,6,1,1,1,3,0,1,1,7,2,1,2,2,3,2,2,1,5,5,1,1,1,8366.666667
G,7,13,1,9,6,5,4,1,3,0,4,5,9,2,6,5,4,4,3,5,5,3,5,1,1,1,3813.333333
Q,3,14,2,11,8,5,1,1,3,0,3,3,11,1,5,4,2,5,5,3,1,5,5,1,1,1,7083.333333
M,2,18,1,13,4,5,1,1,3,1,3,4,13,2,6,4,3,2,4,3,5,1,1,1,1,2,18583.33333
F,3,12,2,7,2,1,1,1,3,0,5,5,7,2,5,2,1,1,2,5,5,1,1,1,1,1,4333.333333
H,9,12,1,7,4,4,5,1,3,0,2,5,7,2,3,1,4,1,3,5,5,5,5,2,1,0,520
Q,9,12,1,7,4,5,5,2,3,2,5,5,7,2,2,5,3,5,5,5,4,5,5,1,5,2,650
P,2,19,2,13,8,4,4,1,3,4,3,3,14,1,6,2,2,4,4,4,4,1,5,1,2,2,9583.333333
P,2,16,2,12,5,3,1,2,3,0,3,4,12,1,6,4,2,5,2,4,4,1,5,1,5,3,7166.666667
Q,1,14,2,11,8,4,4,3,3,2,3,4,11,1,6,2,1,5,3,5,4,5,5,1,3,2,7391.666667
Q,3,16,1,12,2,5,2,1,1,0,2,4,11,2,3,3,2,5,2,2,2,2,5,1,1,2,3030
N,2,13,2,9,8,1,1,1,3,1,4,5,9,1,6,1,1,5,2,5,1,5,5,1,4,3,4343.75
C,8,12,2,7,8,3,1,1,3,0,1,2,7,2,1,3,5,1,3,5,3,5,5,2,1,0,2600
N,9,12,1,7,1,3,2,3,3,1,1,3,7,2,3,4,2,2,4,2,2,5,5,2,1,0,3066.666667
P,2,18,1,13,2,5,2,1,1,0,2,4,12,3,6,3,3,5,5,5,5,5,1,1,2,2,10000
K,1,12,2,7,4,3,3,1,3,1,4,3,12,2,5,5,2,4,3,4,4,1,5,1,3,2,15000
O,3,16,2,12,3,5,5,2,3,0,2,3,7,3,1,4,3,5,5,5,5,1,5,1,1,2,4116.666667
O,5,9,1,3,0,4,1,2,1,0,3,2,7,1,3,3,1,4,4,1,1,5,3,2,1,0,1625
Q,2,21,2,14,8,5,1,1,2,1,3,3,13,1,5,3,2,5,4,5,3,5,5,1,2,1,4733.333333
K,1,16,1,12,9,4,4,1,3,1,4,4,12,2,5,2,2,4,3,2,3,1,3,1,3,1,12500
G,9,14,1,11,6,5,2,1,1,0,2,3,7,1,1,5,3,2,1,5,1,5,5,2,1,0,1218.333333
M,3,16,1,12,6,3,4,1,3,0,3,3,12,1,5,2,3,3,2,5,4,2,4,1,3,3,4958.333333
G,5,16,2,12,5,5,5,1,3,0,3,4,7,2,2,5,3,5,3,5,2,5,5,2,1,0,953.3333333
Q,5,12,2,7,1,5,5,1,3,0,5,5,7,3,2,5,2,3,5,5,3,4,5,1,1,1,1614.533333
G,3,12,2,7,8,5,5,1,3,0,5,3,7,1,1,5,2,5,5,5,4,5,5,1,1,1,325
C,2,18,1,13,2,4,3,1,1,0,3,4,12,1,6,3,2,4,2,4,3,1,5,1,3,2,10333.33333
Q,5,12,2,7,8,3,2,2,3,0,2,4,9,2,1,5,2,5,4,5,1,5,5,1,1,1,2058.333333
G,5,14,2,11,4,5,5,1,2,0,4,4,7,2,1,5,2,5,3,4,4,5,5,2,1,0,1170
G,7,9,1,3,0,5,5,1,3,0,2,4,7,1,6,5,2,5,1,5,5,5,5,1,1,1,2600
G,1,12,1,7,8,1,1,1,2,1,1,3,7,1,3,1,5,3,2,5,3,5,4,2,1,0,3042
P,2,21,1,14,6,5,5,2,1,0,5,3,13,2,6,5,1,5,5,5,4,4,5,1,4,1,10000
Q,2,19,1,13,8,5,5,3,2,1,2,3,13,1,1,5,2,5,5,5,2,5,5,1,1,2,7150
G,5,12,2,7,1,4,5,1,3,0,2,4,7,1,4,4,2,5,3,3,2,5,5,1,1,2,1883.866667
M,3,14,2,11,6,1,1,1,1,0,5,3,9,3,1,2,1,3,2,3,2,1,5,1,1,3,3579
O,3,12,1,7,5,1,5,2,2,3,2,4,12,1,5,5,2,4,3,5,4,1,5,1,4,2,4666.666667
M,2,12,2,7,4,1,5,1,2,3,1,2,7,1,6,5,2,4,5,5,5,5,5,1,1,1,2916.666667
C,3,18,1,13,5,5,1,1,3,1,2,4,7,1,5,3,2,5,5,5,3,5,5,1,1,2,4290
N,6,9,1,3,0,1,2,2,1,1,3,5,3,3,6,5,1,5,5,5,4,5,5,1,1,1,4986.666667
O,5,12,1,7,1,5,5,2,2,0,2,3,7,1,1,2,2,5,5,5,5,5,5,1,1,1,1841.666667
N,5,9,1,3,0,5,5,1,3,1,5,5,7,1,5,5,1,5,5,5,5,5,5,1,1,1,3741.666667
P,2,18,2,13,2,5,2,2,3,3,2,3,12,1,3,2,2,4,5,2,3,1,2,1,2,2,9083.333333
I,4,12,2,7,8,5,5,1,3,0,1,1,7,2,1,5,3,5,1,5,5,1,5,1,5,1,1430
O,5,16,1,12,4,5,5,2,3,0,2,3,11,1,5,3,2,4,1,4,4,5,5,1,1,1,5666.666667
R,9,6,2,2,0,1,1,1,3,0,1,1,7,3,5,1,2,1,1,1,1,5,5,2,1,0,2241.2
K,3,16,1,12,4,5,5,1,3,0,4,4,12,2,3,5,1,5,1,5,5,1,5,1,3,2,4583.333333
G,5,12,2,7,1,3,4,1,2,0,2,3,7,1,6,5,2,5,3,4,2,5,5,1,1,1,1790.1
C,8,12,2,7,1,1,2,1,1,0,3,4,9,2,4,5,1,3,2,5,4,5,5,1,2,2,2535
Q,2,18,2,13,4,5,5,1,3,0,3,3,13,1,1,3,3,5,5,5,4,2,5,1,5,2,4680
P,2,18,2,13,3,5,2,1,2,0,4,5,14,1,6,5,2,5,5,1,2,1,1,1,2,2,4916.666667
O,0,12,2,7,9,5,1,2,3,2,1,4,7,1,1,2,2,5,3,5,4,1,5,1,1,2,4833
R,3,16,2,12,3,5,5,2,1,0,2,4,7,1,1,5,2,5,5,5,4,5,5,2,1,0,3750
F,9,12,1,7,1,1,1,1,3,0,1,5,11,1,5,5,1,3,4,4,2,5,5,1,1,2,1820
Q,2,18,2,13,8,2,3,2,3,0,3,5,12,1,1,2,2,4,2,4,2,1,5,1,2,2,4000.083333
C,1,16,1,12,2,4,4,1,3,3,4,3,12,1,6,5,1,5,4,5,4,2,5,1,2,2,8333.333333
Q,2,16,2,12,8,1,1,1,1,3,1,4,11,1,2,5,2,5,5,5,4,5,5,1,2,2,4451.333333
Q,3,14,2,11,8,5,1,3,3,1,3,3,7,1,5,3,1,5,5,5,5,2,5,1,1,1,1316.166667
P,2,21,2,14,4,1,1,2,1,0,4,4,14,1,5,2,2,4,5,3,2,2,2,1,2,2,5833.333333
G,5,12,1,7,1,4,2,1,3,1,1,1,3,1,3,5,2,5,2,4,4,5,5,1,1,2,3250
Q,2,16,2,12,5,5,3,1,3,0,3,2,13,1,6,2,3,5,3,5,2,5,5,1,2,1,1625
I,5,12,2,7,8,5,5,1,2,1,2,3,7,2,1,1,5,1,4,4,1,4,5,2,1,0,1568.333333
P,2,18,1,13,2,4,1,1,1,0,2,4,12,1,1,3,2,4,5,5,2,1,1,1,3,2,5833.333333
I,5,12,2,7,5,5,1,1,3,0,4,2,7,1,1,5,2,1,5,4,2,5,5,1,1,1,2916.666667
F,2,13,1,9,6,5,4,2,1,3,3,4,13,2,6,5,1,5,4,5,4,2,2,1,5,3,12916.66667
C,7,12,1,7,1,1,1,1,2,0,1,4,7,3,1,5,4,3,2,5,2,5,5,2,1,0,2166.666667
J,2,16,2,12,5,1,1,1,3,0,1,3,12,3,5,2,1,2,1,2,4,1,1,1,3,2,3900
G,5,12,1,7,8,5,5,1,3,0,5,3,7,2,4,3,1,5,5,5,4,1,5,1,4,1,1820
N,5,12,1,7,4,1,2,2,3,0,1,5,7,3,5,2,1,4,4,5,4,2,5,1,1,1,4583.333333
C,3,12,1,7,8,1,1,1,3,0,1,3,7,1,3,3,3,1,1,3,1,1,5,1,2,2,3466.666667
I,5,14,2,11,9,4,4,1,3,0,5,3,7,1,1,5,4,4,5,4,1,5,5,2,1,0,1300
Q,3,13,2,9,8,1,1,1,1,1,5,5,7,1,5,5,2,1,1,2,2,1,5,1,1,2,1918.566667
H,3,12,1,7,8,1,1,1,3,2,1,3,7,1,5,2,2,4,4,2,2,5,3,1,1,1,3033.333333
J,3,12,1,7,4,1,1,1,3,0,2,4,7,2,5,4,2,5,4,5,4,3,4,1,5,3,2600
P,5,12,2,7,1,1,1,2,3,0,2,2,7,1,3,3,2,1,3,5,4,5,5,1,1,1,2000
O,2,19,2,13,4,5,5,2,1,0,1,4,13,1,1,2,2,5,2,4,3,1,2,1,2,2,4200
I,5,9,2,3,0,5,5,1,1,1,3,5,7,1,5,5,2,4,5,1,1,5,5,2,1,0,658.3333333
C,1,18,1,13,6,3,3,1,1,0,5,4,12,1,1,2,2,4,4,5,2,1,1,1,5,2,8833.333333
P,2,16,1,12,5,5,5,2,3,0,3,4,12,1,5,5,1,5,5,5,5,5,5,1,1,2,3500
O,3,18,1,13,4,3,4,2,1,0,4,4,12,2,2,3,1,4,3,3,3,1,1,1,4,3,4166.666667
